date,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,windspeed_10m_max,relative_humidity_2m_mean,location,country,lat,lon
2022-06-01,30.5,14.2,23.9,0.0,28.7,21,Herat,Afghanistan,34.3482,62.1997
2022-06-02,32.1,16.6,25.4,0.0,25.9,16,Herat,Afghanistan,34.3482,62.1997
2022-06-03,32.8,15.9,26.1,0.0,29.8,15,Herat,Afghanistan,34.3482,62.1997
2022-06-04,30.1,19.8,24.7,0.0,25.7,15,Herat,Afghanistan,34.3482,62.1997
2022-06-05,31.5,16.5,24.5,0.0,26.9,17,Herat,Afghanistan,34.3482,62.1997
2022-06-06,34.0,17.1,26.1,0.0,22.8,15,Herat,Afghanistan,34.3482,62.1997
2022-06-07,35.3,16.5,26.8,0.0,22.0,13,Herat,Afghanistan,34.3482,62.1997
2022-06-08,36.5,18.2,27.7,0.0,23.2,13,Herat,Afghanistan,34.3482,62.1997
2022-06-09,37.8,20.2,29.5,0.0,21.4,13,Herat,Afghanistan,34.3482,62.1997
2022-06-10,38.2,20.8,30.4,0.0,20.0,13,Herat,Afghanistan,34.3482,62.1997
2022-06-11,34.3,22.6,28.5,0.0,28.9,25,Herat,Afghanistan,34.3482,62.1997
2022-06-12,33.7,21.0,27.4,0.0,21.3,30,Herat,Afghanistan,34.3482,62.1997
2022-06-13,36.5,20.6,28.9,0.0,15.9,24,Herat,Afghanistan,34.3482,62.1997
2022-06-14,40.0,23.7,32.5,0.0,18.6,15,Herat,Afghanistan,34.3482,62.1997
2022-06-15,40.2,24.0,33.0,0.0,22.1,14,Herat,Afghanistan,34.3482,62.1997
2022-06-16,39.2,22.0,31.2,0.0,32.8,17,Herat,Afghanistan,34.3482,62.1997
2022-06-17,35.2,23.2,29.2,0.0,32.7,21,Herat,Afghanistan,34.3482,62.1997
2022-06-18,33.2,20.1,27.1,0.0,26.0,13,Herat,Afghanistan,34.3482,62.1997
2022-06-19,33.7,20.8,27.7,0.0,31.9,20,Herat,Afghanistan,34.3482,62.1997
2022-06-20,31.0,20.1,25.5,0.0,30.0,30,Herat,Afghanistan,34.3482,62.1997
2022-06-21,28.1,18.5,23.5,0.0,29.6,23,Herat,Afghanistan,34.3482,62.1997
2022-06-22,32.2,14.8,24.3,0.0,15.1,22,Herat,Afghanistan,34.3482,62.1997
2022-06-23,39.8,18.7,30.4,0.0,20.9,13,Herat,Afghanistan,34.3482,62.1997
2022-06-24,41.7,25.0,33.5,0.0,23.4,13,Herat,Afghanistan,34.3482,62.1997
2022-06-25,42.8,22.5,33.9,0.0,26.2,12,Herat,Afghanistan,34.3482,62.1997
2022-06-26,40.4,24.0,33.5,0.0,25.6,12,Herat,Afghanistan,34.3482,62.1997
2022-06-27,41.9,25.0,34.5,0.0,27.7,11,Herat,Afghanistan,34.3482,62.1997
2022-06-28,41.5,26.3,35.1,0.0,30.2,11,Herat,Afghanistan,34.3482,62.1997
2022-06-29,41.1,25.0,34.8,0.0,33.2,11,Herat,Afghanistan,34.3482,62.1997
2022-06-30,38.5,27.8,33.2,0.0,37.6,22,Herat,Afghanistan,34.3482,62.1997
2022-07-01,40.0,27.6,34.0,0.0,36.5,13,Herat,Afghanistan,34.3482,62.1997
2022-07-02,41.7,26.0,34.6,0.0,37.5,10,Herat,Afghanistan,34.3482,62.1997
2022-07-03,40.1,23.0,32.8,0.0,38.3,15,Herat,Afghanistan,34.3482,62.1997
2022-07-04,33.5,22.8,27.8,0.0,36.9,28,Herat,Afghanistan,34.3482,62.1997
2022-07-05,32.4,19.5,26.1,0.0,35.3,21,Herat,Afghanistan,34.3482,62.1997
2022-07-06,34.3,21.5,27.8,0.0,29.3,21,Herat,Afghanistan,34.3482,62.1997
2022-07-07,34.5,22.6,28.2,0.0,31.0,18,Herat,Afghanistan,34.3482,62.1997
2022-07-08,36.5,20.0,28.6,0.0,29.5,15,Herat,Afghanistan,34.3482,62.1997
2022-07-09,36.1,21.0,29.3,0.0,33.8,14,Herat,Afghanistan,34.3482,62.1997
2022-07-10,37.0,23.3,29.7,0.0,27.6,14,Herat,Afghanistan,34.3482,62.1997
2022-07-11,35.8,19.8,28.8,0.0,31.1,15,Herat,Afghanistan,34.3482,62.1997
2022-07-12,34.9,23.2,29.2,0.0,36.9,15,Herat,Afghanistan,34.3482,62.1997
2022-07-13,33.5,23.1,28.1,0.0,31.6,21,Herat,Afghanistan,34.3482,62.1997
2022-07-14,35.2,23.2,29.5,0.0,32.7,18,Herat,Afghanistan,34.3482,62.1997
2022-07-15,37.1,22.2,30.4,0.0,34.5,16,Herat,Afghanistan,34.3482,62.1997
2022-07-16,37.5,23.1,31.0,0.0,30.9,11,Herat,Afghanistan,34.3482,62.1997
2022-07-17,39.3,23.2,32.0,0.0,30.4,9,Herat,Afghanistan,34.3482,62.1997
2022-07-18,39.9,21.8,32.4,0.0,30.6,10,Herat,Afghanistan,34.3482,62.1997
2022-07-19,39.0,24.5,32.2,0.0,32.2,13,Herat,Afghanistan,34.3482,62.1997
2022-07-20,38.5,25.3,32.2,0.0,29.4,16,Herat,Afghanistan,34.3482,62.1997
2022-07-21,40.3,23.5,32.5,0.0,24.9,14,Herat,Afghanistan,34.3482,62.1997
2022-07-22,41.7,22.3,33.3,0.0,27.9,12,Herat,Afghanistan,34.3482,62.1997
2022-07-23,39.3,23.7,32.5,0.0,33.2,19,Herat,Afghanistan,34.3482,62.1997
2022-07-24,39.5,27.6,33.7,0.0,31.4,22,Herat,Afghanistan,34.3482,62.1997
2022-07-25,41.3,25.6,34.2,0.0,18.5,18,Herat,Afghanistan,34.3482,62.1997
2022-07-26,38.6,26.4,32.7,0.0,29.2,22,Herat,Afghanistan,34.3482,62.1997
2022-07-27,40.0,25.8,33.5,0.0,26.6,21,Herat,Afghanistan,34.3482,62.1997
2022-07-28,38.9,26.7,33.1,0.0,30.1,22,Herat,Afghanistan,34.3482,62.1997
2022-07-29,38.1,25.0,32.5,0.0,35.0,17,Herat,Afghanistan,34.3482,62.1997
2022-07-30,37.0,28.8,32.1,0.0,28.5,19,Herat,Afghanistan,34.3482,62.1997
2022-07-31,34.8,24.6,29.7,0.0,29.2,25,Herat,Afghanistan,34.3482,62.1997
2022-08-01,35.2,20.9,29.3,0.0,26.3,20,Herat,Afghanistan,34.3482,62.1997
2022-08-02,34.2,22.5,28.4,0.0,26.4,25,Herat,Afghanistan,34.3482,62.1997
2022-08-03,35.3,22.6,29.3,0.0,27.3,23,Herat,Afghanistan,34.3482,62.1997
2022-08-04,35.7,20.9,29.5,0.0,28.6,19,Herat,Afghanistan,34.3482,62.1997
2022-08-05,34.8,22.2,28.7,0.0,33.5,19,Herat,Afghanistan,34.3482,62.1997
2022-08-06,35.7,23.4,29.5,0.0,32.8,17,Herat,Afghanistan,34.3482,62.1997
2022-08-07,36.8,21.8,30.1,0.0,33.1,18,Herat,Afghanistan,34.3482,62.1997
2022-08-08,37.7,22.6,30.6,0.0,32.4,20,Herat,Afghanistan,34.3482,62.1997
2022-08-09,35.8,24.9,30.2,0.0,22.0,20,Herat,Afghanistan,34.3482,62.1997
2022-08-10,34.3,23.1,28.6,0.0,30.9,20,Herat,Afghanistan,34.3482,62.1997
2022-08-11,31.5,20.1,26.1,0.0,36.1,19,Herat,Afghanistan,34.3482,62.1997
2022-08-12,33.0,21.7,27.2,0.0,34.9,20,Herat,Afghanistan,34.3482,62.1997
2022-08-13,34.5,23.6,28.4,0.0,34.5,18,Herat,Afghanistan,34.3482,62.1997
2022-08-14,36.2,21.0,28.8,0.0,26.4,16,Herat,Afghanistan,34.3482,62.1997
2022-08-15,36.3,21.9,29.4,0.0,27.0,15,Herat,Afghanistan,34.3482,62.1997
2022-08-16,36.0,21.0,29.6,0.0,30.9,15,Herat,Afghanistan,34.3482,62.1997
2022-08-17,34.8,25.1,29.9,0.0,33.2,17,Herat,Afghanistan,34.3482,62.1997
2022-08-18,34.8,24.0,29.3,0.0,32.0,16,Herat,Afghanistan,34.3482,62.1997
2022-08-19,34.4,23.9,28.4,0.0,27.7,11,Herat,Afghanistan,34.3482,62.1997
2022-08-20,32.2,23.9,27.5,0.0,33.7,13,Herat,Afghanistan,34.3482,62.1997
2022-08-21,29.0,20.2,23.7,0.0,31.2,17,Herat,Afghanistan,34.3482,62.1997
2022-08-22,28.9,17.0,23.0,0.0,31.6,13,Herat,Afghanistan,34.3482,62.1997
2022-08-23,30.4,15.5,23.2,0.0,30.4,14,Herat,Afghanistan,34.3482,62.1997
2022-08-24,29.8,15.8,23.6,0.0,34.6,13,Herat,Afghanistan,34.3482,62.1997
2022-08-25,29.9,18.4,24.2,0.0,35.1,12,Herat,Afghanistan,34.3482,62.1997
2022-08-26,30.8,19.3,24.7,0.0,32.5,14,Herat,Afghanistan,34.3482,62.1997
2022-08-27,31.4,16.9,24.7,0.0,31.6,13,Herat,Afghanistan,34.3482,62.1997
2022-08-28,31.7,17.5,25.3,0.0,32.7,13,Herat,Afghanistan,34.3482,62.1997
2022-08-29,32.9,16.0,25.7,0.0,27.2,13,Herat,Afghanistan,34.3482,62.1997
2022-08-30,34.0,17.4,26.3,0.0,27.6,13,Herat,Afghanistan,34.3482,62.1997
2022-08-31,33.7,16.8,26.3,0.0,30.5,14,Herat,Afghanistan,34.3482,62.1997
2022-09-01,34.4,17.2,26.3,0.0,24.9,13,Herat,Afghanistan,34.3482,62.1997
2022-09-02,35.8,15.4,26.3,0.0,26.3,12,Herat,Afghanistan,34.3482,62.1997
2022-09-03,34.4,18.3,26.4,0.0,29.1,12,Herat,Afghanistan,34.3482,62.1997
2022-09-04,34.3,17.2,25.7,0.0,26.7,13,Herat,Afghanistan,34.3482,62.1997
2022-09-05,34.7,16.5,25.4,0.0,20.2,14,Herat,Afghanistan,34.3482,62.1997
2022-09-06,35.5,17.1,26.5,0.0,20.5,14,Herat,Afghanistan,34.3482,62.1997
2022-09-07,37.2,16.9,27.6,0.0,24.4,14,Herat,Afghanistan,34.3482,62.1997
2022-09-08,36.7,18.5,27.9,0.0,29.0,15,Herat,Afghanistan,34.3482,62.1997
2022-09-09,36.6,19.4,28.3,0.0,30.4,17,Herat,Afghanistan,34.3482,62.1997
2022-09-10,33.0,17.8,26.0,0.0,34.7,26,Herat,Afghanistan,34.3482,62.1997
2022-09-11,29.5,18.1,23.2,0.0,27.7,33,Herat,Afghanistan,34.3482,62.1997
2022-09-12,28.5,14.0,20.7,0.0,24.1,21,Herat,Afghanistan,34.3482,62.1997
2022-09-13,31.4,10.7,20.4,0.0,16.7,16,Herat,Afghanistan,34.3482,62.1997
2022-09-14,33.2,13.2,23.0,0.0,17.4,16,Herat,Afghanistan,34.3482,62.1997
2022-09-15,35.2,16.8,24.9,0.0,23.2,13,Herat,Afghanistan,34.3482,62.1997
2022-09-16,32.3,15.6,24.3,0.0,23.8,15,Herat,Afghanistan,34.3482,62.1997
2022-09-17,32.0,16.5,23.9,0.0,26.9,17,Herat,Afghanistan,34.3482,62.1997
2022-09-18,32.4,16.2,24.4,0.0,22.9,21,Herat,Afghanistan,34.3482,62.1997
2022-09-19,32.7,15.9,24.0,0.0,18.1,23,Herat,Afghanistan,34.3482,62.1997
2022-09-20,33.0,17.2,24.7,0.0,20.6,20,Herat,Afghanistan,34.3482,62.1997
2022-09-21,32.6,13.5,23.2,0.0,19.9,21,Herat,Afghanistan,34.3482,62.1997
2022-09-22,33.5,13.9,23.8,0.0,18.3,17,Herat,Afghanistan,34.3482,62.1997
2022-09-23,32.6,16.7,23.7,0.0,19.8,17,Herat,Afghanistan,34.3482,62.1997
2022-09-24,31.4,12.5,22.3,0.0,23.5,15,Herat,Afghanistan,34.3482,62.1997
2022-09-25,32.8,13.2,22.9,0.0,20.7,15,Herat,Afghanistan,34.3482,62.1997
2022-09-26,29.1,14.9,23.0,0.0,31.1,24,Herat,Afghanistan,34.3482,62.1997
2022-09-27,31.2,15.8,22.6,0.0,28.5,33,Herat,Afghanistan,34.3482,62.1997
2022-09-28,32.9,12.1,22.1,0.0,25.3,29,Herat,Afghanistan,34.3482,62.1997
2022-09-29,33.0,13.7,23.4,0.0,14.5,20,Herat,Afghanistan,34.3482,62.1997
2022-09-30,34.2,15.1,23.5,0.0,27.4,18,Herat,Afghanistan,34.3482,62.1997
2022-10-01,28.2,16.9,21.9,0.0,28.0,24,Herat,Afghanistan,34.3482,62.1997
2022-10-02,26.3,13.6,19.2,0.0,23.1,20,Herat,Afghanistan,34.3482,62.1997
2022-10-03,26.7,10.1,17.9,0.0,15.5,23,Herat,Afghanistan,34.3482,62.1997
2022-10-04,30.7,13.1,20.9,0.0,23.6,15,Herat,Afghanistan,34.3482,62.1997
2022-10-05,27.8,12.2,20.0,0.0,27.4,19,Herat,Afghanistan,34.3482,62.1997
2022-10-06,26.5,9.9,17.6,0.0,19.9,12,Herat,Afghanistan,34.3482,62.1997
2022-10-07,28.0,4.1,14.9,0.0,18.9,13,Herat,Afghanistan,34.3482,62.1997
2022-10-08,27.5,3.5,14.8,0.0,19.7,16,Herat,Afghanistan,34.3482,62.1997
2022-10-09,26.7,4.3,15.8,0.0,23.3,18,Herat,Afghanistan,34.3482,62.1997
2022-10-10,27.1,7.6,16.2,0.0,10.5,19,Herat,Afghanistan,34.3482,62.1997
2022-10-11,27.8,10.1,18.0,0.0,20.6,14,Herat,Afghanistan,34.3482,62.1997
2022-10-12,28.8,10.4,17.8,0.0,19.9,13,Herat,Afghanistan,34.3482,62.1997
2022-10-13,30.1,10.4,19.5,0.0,20.6,12,Herat,Afghanistan,34.3482,62.1997
2022-10-14,29.9,13.8,21.4,0.0,17.4,14,Herat,Afghanistan,34.3482,62.1997
2022-10-15,31.1,13.6,21.7,0.0,14.4,15,Herat,Afghanistan,34.3482,62.1997
2022-10-16,31.2,11.6,21.0,0.0,23.8,16,Herat,Afghanistan,34.3482,62.1997
2022-10-17,30.2,13.4,21.1,0.0,23.2,21,Herat,Afghanistan,34.3482,62.1997
2022-10-18,29.1,11.7,19.7,0.0,19.9,30,Herat,Afghanistan,34.3482,62.1997
2022-10-19,20.5,10.8,15.4,0.0,23.3,50,Herat,Afghanistan,34.3482,62.1997
2022-10-20,22.5,5.9,13.5,0.0,11.7,52,Herat,Afghanistan,34.3482,62.1997
2022-10-21,28.5,7.9,17.6,0.0,13.9,21,Herat,Afghanistan,34.3482,62.1997
2022-10-22,28.6,9.6,18.9,0.0,16.8,29,Herat,Afghanistan,34.3482,62.1997
2022-10-23,25.3,11.1,17.4,0.0,13.7,58,Herat,Afghanistan,34.3482,62.1997
2022-10-24,25.9,9.2,17.1,0.0,9.5,50,Herat,Afghanistan,34.3482,62.1997
2022-10-25,28.5,12.1,19.2,0.0,19.1,36,Herat,Afghanistan,34.3482,62.1997
2022-10-26,24.3,11.6,16.6,0.0,18.5,50,Herat,Afghanistan,34.3482,62.1997
2022-10-27,24.1,9.4,15.8,0.0,14.8,38,Herat,Afghanistan,34.3482,62.1997
2022-10-28,27.7,9.4,17.9,0.0,9.9,23,Herat,Afghanistan,34.3482,62.1997
2022-10-29,27.8,11.9,19.2,0.0,13.8,24,Herat,Afghanistan,34.3482,62.1997
2022-10-30,23.0,11.0,16.4,0.0,10.4,51,Herat,Afghanistan,34.3482,62.1997
2022-10-31,22.5,7.5,14.5,0.0,10.9,59,Herat,Afghanistan,34.3482,62.1997
2022-11-01,28.7,10.9,20.1,0.3,29.8,32,Herat,Afghanistan,34.3482,62.1997
2022-11-02,24.9,14.9,18.7,0.5,15.6,43,Herat,Afghanistan,34.3482,62.1997
2022-11-03,23.5,9.0,16.2,0.6,16.5,65,Herat,Afghanistan,34.3482,62.1997
2022-11-04,16.0,9.6,13.7,5.7,10.5,83,Herat,Afghanistan,34.3482,62.1997
2022-11-05,19.1,6.9,12.4,0.1,9.1,75,Herat,Afghanistan,34.3482,62.1997
2022-11-06,19.8,9.9,13.9,0.9,15.9,63,Herat,Afghanistan,34.3482,62.1997
2022-11-07,17.1,9.1,12.2,8.1,9.5,75,Herat,Afghanistan,34.3482,62.1997
2022-11-08,12.2,3.8,8.5,10.6,9.7,77,Herat,Afghanistan,34.3482,62.1997
2022-11-09,11.2,2.2,5.8,0.0,10.2,82,Herat,Afghanistan,34.3482,62.1997
2022-11-10,17.0,1.5,8.3,0.0,10.1,81,Herat,Afghanistan,34.3482,62.1997
2022-11-11,15.6,3.9,9.1,0.0,11.9,82,Herat,Afghanistan,34.3482,62.1997
2022-11-12,16.6,2.9,9.6,3.2,12.2,79,Herat,Afghanistan,34.3482,62.1997
2022-11-13,14.9,6.4,9.8,0.6,13.0,78,Herat,Afghanistan,34.3482,62.1997
2022-11-14,14.9,2.7,8.1,0.0,8.7,62,Herat,Afghanistan,34.3482,62.1997
2022-11-15,16.5,0.9,8.4,0.0,10.9,54,Herat,Afghanistan,34.3482,62.1997
2022-11-16,17.5,3.0,9.1,0.0,10.3,56,Herat,Afghanistan,34.3482,62.1997
2022-11-17,21.5,3.2,12.0,0.0,19.8,42,Herat,Afghanistan,34.3482,62.1997
2022-11-18,17.6,5.9,11.3,2.2,18.5,60,Herat,Afghanistan,34.3482,62.1997
2022-11-19,17.8,4.7,10.2,0.0,10.3,70,Herat,Afghanistan,34.3482,62.1997
2022-11-20,18.2,6.2,10.9,0.0,11.2,58,Herat,Afghanistan,34.3482,62.1997
2022-11-21,17.5,3.8,9.9,0.0,10.0,55,Herat,Afghanistan,34.3482,62.1997
2022-11-22,17.1,1.3,8.7,0.0,10.0,48,Herat,Afghanistan,34.3482,62.1997
2022-11-23,19.5,2.8,9.8,0.0,9.8,35,Herat,Afghanistan,34.3482,62.1997
2022-11-24,18.2,2.0,9.9,0.0,9.7,32,Herat,Afghanistan,34.3482,62.1997
2022-11-25,18.2,2.0,9.7,0.0,9.4,43,Herat,Afghanistan,34.3482,62.1997
2022-11-26,20.5,4.6,11.3,0.0,8.5,34,Herat,Afghanistan,34.3482,62.1997
2022-11-27,21.9,4.4,12.3,0.0,12.1,40,Herat,Afghanistan,34.3482,62.1997
2022-11-28,20.5,6.2,11.7,0.0,10.0,51,Herat,Afghanistan,34.3482,62.1997
2022-11-29,16.8,5.0,9.6,0.0,9.7,68,Herat,Afghanistan,34.3482,62.1997
2022-11-30,14.8,2.1,8.2,0.0,13.5,74,Herat,Afghanistan,34.3482,62.1997
2022-12-01,13.9,3.2,7.4,0.0,10.3,74,Herat,Afghanistan,34.3482,62.1997
2022-12-02,11.3,0.8,6.2,0.0,10.0,66,Herat,Afghanistan,34.3482,62.1997
2022-12-03,10.4,-2.7,3.5,0.0,8.8,63,Herat,Afghanistan,34.3482,62.1997
2022-12-04,11.1,-0.5,4.9,1.7,11.7,61,Herat,Afghanistan,34.3482,62.1997
2022-12-05,6.6,-4.1,0.9,1.0,8.6,68,Herat,Afghanistan,34.3482,62.1997
2022-12-06,8.5,-3.0,2.0,0.0,10.1,66,Herat,Afghanistan,34.3482,62.1997
2022-12-07,6.6,0.1,3.0,5.1,9.8,85,Herat,Afghanistan,34.3482,62.1997
2022-12-08,8.8,-0.1,3.2,0.1,10.5,87,Herat,Afghanistan,34.3482,62.1997
2022-12-09,8.2,-0.9,2.4,0.0,9.1,83,Herat,Afghanistan,34.3482,62.1997
2022-12-10,6.1,-3.0,0.9,0.0,7.6,79,Herat,Afghanistan,34.3482,62.1997
2022-12-11,2.8,-3.7,-0.1,10.5,7.1,90,Herat,Afghanistan,34.3482,62.1997
2022-12-12,5.9,-1.1,2.1,0.8,7.5,88,Herat,Afghanistan,34.3482,62.1997
2022-12-13,12.6,-3.5,3.9,0.0,12.6,56,Herat,Afghanistan,34.3482,62.1997
2022-12-14,13.8,-1.2,5.2,0.0,8.3,51,Herat,Afghanistan,34.3482,62.1997
2022-12-15,12.4,0.1,6.5,0.0,9.2,51,Herat,Afghanistan,34.3482,62.1997
2022-12-16,13.1,2.2,6.6,0.0,10.1,59,Herat,Afghanistan,34.3482,62.1997
2022-12-17,13.6,-0.2,6.5,0.0,10.9,62,Herat,Afghanistan,34.3482,62.1997
2022-12-18,12.8,-1.1,4.4,0.0,11.3,74,Herat,Afghanistan,34.3482,62.1997
2022-12-19,10.1,-1.7,3.3,0.0,10.7,79,Herat,Afghanistan,34.3482,62.1997
2022-12-20,10.0,-3.0,3.4,0.0,11.5,72,Herat,Afghanistan,34.3482,62.1997
2022-12-21,10.8,-3.0,3.0,0.0,13.6,65,Herat,Afghanistan,34.3482,62.1997
2022-12-22,6.8,-2.0,1.6,0.0,9.4,80,Herat,Afghanistan,34.3482,62.1997
2022-12-23,6.0,-4.3,-0.3,0.0,8.6,82,Herat,Afghanistan,34.3482,62.1997
2022-12-24,7.6,-4.3,0.9,0.2,10.6,72,Herat,Afghanistan,34.3482,62.1997
2022-12-25,14.2,2.5,7.4,1.6,19.0,56,Herat,Afghanistan,34.3482,62.1997
2022-12-26,16.7,0.6,7.5,2.1,14.8,58,Herat,Afghanistan,34.3482,62.1997
2022-12-27,12.7,1.3,6.6,10.3,10.8,80,Herat,Afghanistan,34.3482,62.1997
2022-12-28,11.3,0.8,5.3,10.4,10.1,87,Herat,Afghanistan,34.3482,62.1997
2022-12-29,9.4,0.6,5.0,11.7,11.3,79,Herat,Afghanistan,34.3482,62.1997
2022-12-30,9.2,-3.2,2.4,0.0,8.4,66,Herat,Afghanistan,34.3482,62.1997
2022-12-31,5.7,-3.8,0.7,0.0,7.8,79,Herat,Afghanistan,34.3482,62.1997
2023-01-01,7.2,-4.2,0.2,0.0,9.6,83,Herat,Afghanistan,34.3482,62.1997
2023-01-02,9.1,-6.3,0.7,0.0,11.1,73,Herat,Afghanistan,34.3482,62.1997
2023-01-03,9.6,-5.6,1.4,0.0,11.2,65,Herat,Afghanistan,34.3482,62.1997
2023-01-04,11.1,-0.9,4.1,0.0,10.9,52,Herat,Afghanistan,34.3482,62.1997
2023-01-05,15.5,-1.0,7.6,0.0,20.8,41,Herat,Afghanistan,34.3482,62.1997
2023-01-06,14.9,6.5,9.6,0.0,15.0,52,Herat,Afghanistan,34.3482,62.1997
2023-01-07,16.1,4.4,9.6,0.0,26.4,57,Herat,Afghanistan,34.3482,62.1997
2023-01-08,13.0,3.7,7.4,0.2,10.8,74,Herat,Afghanistan,34.3482,62.1997
2023-01-09,15.1,2.0,7.2,0.2,16.1,61,Herat,Afghanistan,34.3482,62.1997
2023-01-10,4.8,-4.5,1.7,18.5,10.6,88,Herat,Afghanistan,34.3482,62.1997
2023-01-11,-5.1,-17.8,-9.3,4.0,20.3,74,Herat,Afghanistan,34.3482,62.1997
2023-01-12,-8.4,-21.1,-15.0,0.0,15.1,64,Herat,Afghanistan,34.3482,62.1997
2023-01-13,-6.8,-21.5,-14.0,0.0,13.3,60,Herat,Afghanistan,34.3482,62.1997
2023-01-14,-4.4,-16.5,-10.9,0.0,9.7,58,Herat,Afghanistan,34.3482,62.1997
2023-01-15,1.5,-13.2,-6.7,0.0,9.4,54,Herat,Afghanistan,34.3482,62.1997
2023-01-16,6.2,-7.9,-1.6,0.0,8.6,40,Herat,Afghanistan,34.3482,62.1997
2023-01-17,10.1,-4.2,2.5,0.0,7.0,56,Herat,Afghanistan,34.3482,62.1997
2023-01-18,5.5,-1.5,1.0,0.4,8.8,81,Herat,Afghanistan,34.3482,62.1997
2023-01-19,7.3,-3.2,0.8,0.0,11.6,83,Herat,Afghanistan,34.3482,62.1997
2023-01-20,6.9,-4.7,-0.4,0.0,15.0,70,Herat,Afghanistan,34.3482,62.1997
2023-01-21,6.2,-6.3,-1.3,0.0,11.5,69,Herat,Afghanistan,34.3482,62.1997
2023-01-22,4.6,-5.8,-1.6,0.0,18.1,66,Herat,Afghanistan,34.3482,62.1997
2023-01-23,5.1,-7.2,-2.3,0.0,10.1,66,Herat,Afghanistan,34.3482,62.1997
2023-01-24,3.8,-6.8,-2.6,0.0,14.4,65,Herat,Afghanistan,34.3482,62.1997
2023-01-25,3.7,-6.4,-2.3,0.0,9.7,53,Herat,Afghanistan,34.3482,62.1997
2023-01-26,6.3,-7.5,-0.8,0.0,8.9,55,Herat,Afghanistan,34.3482,62.1997
2023-01-27,8.5,-5.4,0.9,0.0,11.5,48,Herat,Afghanistan,34.3482,62.1997
2023-01-28,5.1,-0.3,2.2,1.5,10.0,71,Herat,Afghanistan,34.3482,62.1997
2023-01-29,8.9,-0.9,2.7,0.1,9.4,78,Herat,Afghanistan,34.3482,62.1997
2023-01-30,10.2,-1.2,4.0,0.8,22.8,65,Herat,Afghanistan,34.3482,62.1997
2023-01-31,15.0,0.6,7.4,0.0,12.4,56,Herat,Afghanistan,34.3482,62.1997
2023-02-01,15.5,8.0,12.8,5.0,34.9,43,Herat,Afghanistan,34.3482,62.1997
2023-02-02,14.2,5.8,9.1,18.0,15.7,79,Herat,Afghanistan,34.3482,62.1997
2023-02-03,12.9,4.1,8.5,5.2,24.3,76,Herat,Afghanistan,34.3482,62.1997
2023-02-04,14.8,1.9,7.5,0.0,14.8,45,Herat,Afghanistan,34.3482,62.1997
2023-02-05,8.6,0.9,5.0,7.1,11.8,78,Herat,Afghanistan,34.3482,62.1997
2023-02-06,12.9,0.4,5.6,0.0,14.1,59,Herat,Afghanistan,34.3482,62.1997
2023-02-07,18.0,3.2,9.1,0.0,20.9,36,Herat,Afghanistan,34.3482,62.1997
2023-02-08,17.5,5.7,10.0,6.9,18.8,64,Herat,Afghanistan,34.3482,62.1997
2023-02-09,9.7,2.7,5.9,6.8,16.1,71,Herat,Afghanistan,34.3482,62.1997
2023-02-10,6.1,-1.2,2.1,0.0,18.7,62,Herat,Afghanistan,34.3482,62.1997
2023-02-11,5.6,-4.6,-0.2,0.0,9.8,68,Herat,Afghanistan,34.3482,62.1997
2023-02-12,10.1,-6.1,2.2,0.4,10.7,68,Herat,Afghanistan,34.3482,62.1997
2023-02-13,14.7,3.0,8.4,0.0,12.2,60,Herat,Afghanistan,34.3482,62.1997
2023-02-14,15.7,7.4,10.7,8.7,13.7,77,Herat,Afghanistan,34.3482,62.1997
2023-02-15,22.9,5.0,13.5,0.0,24.5,64,Herat,Afghanistan,34.3482,62.1997
2023-02-16,23.4,10.1,17.4,0.0,28.1,40,Herat,Afghanistan,34.3482,62.1997
2023-02-17,11.6,7.5,10.0,3.1,9.0,84,Herat,Afghanistan,34.3482,62.1997
2023-02-18,13.9,5.0,8.3,0.1,11.9,85,Herat,Afghanistan,34.3482,62.1997
2023-02-19,14.1,2.7,7.5,0.0,13.3,76,Herat,Afghanistan,34.3482,62.1997
2023-02-20,15.3,0.4,7.2,0.0,9.9,54,Herat,Afghanistan,34.3482,62.1997
2023-02-21,19.6,1.5,9.8,0.0,22.7,40,Herat,Afghanistan,34.3482,62.1997
2023-02-22,17.0,5.6,10.6,0.0,18.7,37,Herat,Afghanistan,34.3482,62.1997
2023-02-23,22.0,4.1,11.7,0.0,19.5,37,Herat,Afghanistan,34.3482,62.1997
2023-02-24,21.2,7.0,12.8,3.7,18.0,45,Herat,Afghanistan,34.3482,62.1997
2023-02-25,13.1,2.2,7.6,0.3,21.8,65,Herat,Afghanistan,34.3482,62.1997
2023-02-26,16.9,0.5,7.7,0.0,9.0,74,Herat,Afghanistan,34.3482,62.1997
2023-02-27,17.8,3.0,10.2,0.0,12.4,60,Herat,Afghanistan,34.3482,62.1997
2023-02-28,16.8,2.8,8.7,0.0,11.4,72,Herat,Afghanistan,34.3482,62.1997
2023-03-01,16.6,1.3,8.5,0.0,14.1,64,Herat,Afghanistan,34.3482,62.1997
2023-03-02,19.9,4.4,11.4,0.0,24.7,38,Herat,Afghanistan,34.3482,62.1997
2023-03-03,20.0,7.1,12.7,0.1,16.3,45,Herat,Afghanistan,34.3482,62.1997
2023-03-04,21.3,6.9,13.2,0.5,17.8,51,Herat,Afghanistan,34.3482,62.1997
